153,KLJ Greens,4 BHK 2141 Sq. Ft. Apartment,1206 Sq. Ft.,Rs 64.23 Lac
294215,Arihant Aspire,1 BHK 403 Sq. Ft. Apartment,403 Sq. Ft.,Rs 57.23 L
294215,Arihant Aspire,1 BHK 434 Sq. Ft. Apartment,434 Sq. Ft.,Rs 61.64 L
294215,Arihant Aspire,2 BHK 600 Sq. Ft. Apartment,600 Sq. Ft.,Rs 85.21 L
294215,Arihant Aspire,2 BHK 650 Sq. Ft. Apartment,650 Sq. Ft.,Rs 92.31 L
294215,Arihant Aspire,2 BHK 732 Sq. Ft. Apartment,732 Sq. Ft.,Rs 1.03 Cr
294215,Arihant Aspire,2 BHK 664 Sq. Ft. Apartment,664 Sq. Ft.,Rs 94.30 L
399000,ATS Homekraft Bonheur Avenue,1798 Sq. Ft. Plot,1798 Sq. Ft.,Rs 2.75 Cr
399000,ATS Homekraft Bonheur Avenue,900 Sq. Ft. Plot,900 Sq. Ft.,Rs 1.38 Cr
400534,Amolik Aster Woods,846 Sq. Ft. Plot,846 Sq. Ft.,Rs 63.45 Lac
400534,Amolik Aster Woods,1611 Sq. Ft. Plot,1611 Sq. Ft.,Rs 1.21 Cr
371039,Bhagwati Greens 2,2 BHK 484 Sq. Ft. Apartment,484 Sq. Ft.,Rs 68.23 L
371039,Bhagwati Greens 2,3 BHK 690 Sq. Ft. Apartment,690 Sq. Ft.,Rs 97.27 L
371039,Bhagwati Greens 2,3 BHK 763 Sq. Ft. Apartment,763 Sq. Ft.,Rs 1.07 Cr
331815,Akshar One Akshar,4 BHK 1196 Sq. Ft. Apartment,1196 Sq. Ft.,Rs 9.00 Cr
331815,Akshar One Akshar,4 BHK 1356 Sq. Ft. Apartment,1356 Sq. Ft.,Rs 10.20 Cr
331815,Akshar One Akshar,4 BHK 1498 Sq. Ft. Apartment,1498 Sq. Ft.,Rs 11.20 Cr
331815,Akshar One Akshar,4 BHK 1785 Sq. Ft. Apartment,1785 Sq. Ft.,Rs 13.20 Cr
375092,Provident Palmvista,1 BHK 395 Sq. Ft. Apartment,395 Sq. Ft.,Rs 38.12 L
375092,Provident Palmvista,2 BHK 811 Sq. Ft. Apartment,811 Sq. Ft.,Rs 78.27 L
375092,Provident Palmvista,2 BHK 637 Sq. Ft. Apartment,637 Sq. Ft.,Rs 61.48 L
377897,Bhagwati Elysia,1 BHK 371 Sq. Ft. Apartment,371 Sq. Ft.,Rs 25.25 L
377897,Bhagwati Elysia,1 BHK 424 Sq. Ft. Apartment,424 Sq. Ft.,Rs 28.85 L
377897,Bhagwati Elysia,2 BHK 685 Sq. Ft. Apartment,685 Sq. Ft.,Rs 46.62 L
377897,Bhagwati Elysia,2 BHK 705 Sq. Ft. Apartment,705 Sq. Ft.,Rs 47.98 L
377897,Bhagwati Elysia,3 BHK 896 Sq. Ft. Apartment,896 Sq. Ft.,Rs 60.98 L
388006,Paradise Sai Suncity,1 BHK 434 Sq. Ft. Apartment,434 Sq. Ft.,Rs 37.44 L
388006,Paradise Sai Suncity,1 BHK 474 Sq. Ft. Apartment,474 Sq. Ft.,Rs 40.89 L
388006,Paradise Sai Suncity,2 BHK 663 Sq. Ft. Apartment,663 Sq. Ft.,Rs 57.19 L
388006,Paradise Sai Suncity,2 BHK 717 Sq. Ft. Apartment,717 Sq. Ft.,Rs 61.85 L
388006,Paradise Sai Suncity,350 Sq. Ft. Retail Shop,350 Sq. Ft.,Rs 30.19 L
405789,Pacific One Pyramid,2 BHK 684 Sq. Ft. Apartment,684 Sq. Ft.,Rs 1.59 Cr
405789,Pacific One Pyramid,2 BHK 758 Sq. Ft. Apartment,758 Sq. Ft.,Rs 1.76 Cr
405789,Pacific One Pyramid,3 BHK 1023 Sq. Ft. Apartment,1023 Sq. Ft.,Rs 2.38 Cr
405789,Pacific One Pyramid,3 BHK 1260 Sq. Ft. Apartment,1260 Sq. Ft.,Rs 2.93 Cr
405789,Pacific One Pyramid,729 Sq. Ft. Retail Shop,729 Sq. Ft.,Price on Request
405663,Satyam Altura,2 BHK 704 Sq. Ft. Apartment,704 Sq. Ft.,Rs 2.38 Cr
405663,Satyam Altura,2 BHK 734 Sq. Ft. Apartment,734 Sq. Ft.,Rs 2.48 Cr
405663,Satyam Altura,3 BHK 1297 Sq. Ft. Apartment,1297 Sq. Ft.,Rs 4.39 Cr
401902,Bhagwati Elysia,1 BHK 371 Sq. Ft. Apartment,371 Sq. Ft.,Rs 25.25 L
401902,Bhagwati Elysia,1 BHK 424 Sq. Ft. Apartment,424 Sq. Ft.,Rs 28.85 L
401902,Bhagwati Elysia,2 BHK 685 Sq. Ft. Apartment,685 Sq. Ft.,Rs 46.62 L
401902,Bhagwati Elysia,2 BHK 705 Sq. Ft. Apartment,705 Sq. Ft.,Rs 47.98 L
401902,Bhagwati Elysia,3 BHK 896 Sq. Ft. Apartment,896 Sq. Ft.,Rs 60.98 L
374312,Godrej Woods,2 BHK 777 Sq. Ft. Apartment,777 Sq. Ft.,Rs 2.29 Cr
374312,Godrej Woods,3 BHK 1248 Sq. Ft. Apartment,1248 Sq. Ft.,Rs 3.67 Cr
374312,Godrej Woods,3 BHK 1249 Sq. Ft. Apartment,1249 Sq. Ft.,Rs 3.67 Cr
330597,Signature Global Park,2 BHK 822 Sq. Ft. Ind Floor,514 Sq. Ft.,Rs 1.03 Cr
330597,Signature Global Park,2 BHK 745 Sq. Ft. Ind Floor,465 Sq. Ft.,Rs 93.13 Lac
330597,Signature Global Park,2 BHK 845 Sq. Ft. Ind Floor,528 Sq. Ft.,Rs 1.06 Cr
330597,Signature Global Park,2 BHK 1153 Sq. Ft. Ind Floor,721 Sq. Ft.,Rs 1.44 Cr
330597,Signature Global Park,3 BHK 1210 Sq. Ft. Ind Floor,756 Sq. Ft.,Rs 1.51 Cr
743,Logix Blossom County,2 BHK 990 Sq. Ft. Apartment,990 Sq. Ft.,Rs 1.07 Cr
743,Logix Blossom County,2 BHK 1145 Sq. Ft. Apartment,1145 Sq. Ft.,Rs 1.23 Cr
743,Logix Blossom County,3 BHK 1575 Sq. Ft. Apartment,1575 Sq. Ft.,Rs 1.67 Cr
743,Logix Blossom County,3 BHK 1675 Sq. Ft. Apartment,1675 Sq. Ft.,Rs 1.78 Cr
743,Logix Blossom County,4 BHK 1875 Sq. Ft. Apartment,1875 Sq. Ft.,Rs 1.98 Cr
378131,M3M Soulitude,2 BHK 1158 Sq. Ft. Ind Floor,1158 Sq. Ft.,Rs 1.51 Cr
378131,M3M Soulitude,3 BHK 1494 Sq. Ft. Ind Floor,1494 Sq. Ft.,Rs 1.94 Cr
378131,M3M Soulitude,3 BHK 1620 Sq. Ft. Ind Floor,1620 Sq. Ft.,Rs 2.11 Cr
405502,VVIP Namah,3 BHK 1635 Sq. Ft. Apartment,1635 Sq. Ft.,Rs 1.47 Cr
405502,VVIP Namah,3 BHK 1980 Sq. Ft. Apartment,1980 Sq. Ft.,Rs 1.78 Cr
405502,VVIP Namah,4 BHK 3105 Sq. Ft. Apartment,3105 Sq. Ft.,Rs 2.95 Cr
414339,Experion Elements,3 BHK 2800 Sq. Ft. Apartment,2800 Sq. Ft.,Rs 5.60 Cr
414339,Experion Elements,4 BHK 3200 Sq. Ft. Apartment,3200 Sq. Ft.,Rs 6.40 Cr
