District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,
Jaipur,ACROPOLIS,GROUP HOUSING,MGB PRIME ESTATES LLP,RAJ-RERA-APP-P-2024-10106,RAJ/P/2024/3391 (25/11/2024),View,
Kota,SANTOSH NAGAR BLOCK E,PLOTTED,MAHAVEER PRASAD NAYAK,RAJ-RERA-APP-P-2024-10107,RAJ/P/2024/3403 (02/12/2024),View,
Ajmer,G S Lake Avenue,PLOTTED,G S DREAMHOME LLP,RAJ-RERA-APP-P-2024-10104,RAJ/P/2024/3434 (19/12/2024),View,
Jaipur,KHATWARA RESIDENCY,PLOTTED,VRB DEVELOPERS LLP,RAJ-RERA-APP-P-2024-10103,RAJ/P/2024/3358 (04/11/2024),View,
Jaipur,ARYA SHINE,GROUP HOUSING,Opulent Constructions,RAJ-RERA-APP-P-2024-10102,RAJ/P/2024/3404 (02/12/2024),View,
Jaipur,SANJEEVNI GREEN VIHAR PHASE-II,PLOTTED,Sanjeevni Buildhome,RAJ-RERA-APP-P-2024-10101,RAJ/P/2025/3463 (07/01/2025),View,
Sikar,CHOUDHARY BHANWAR SINGH RESIDENTIAL COLONY,PLOTTED,TEJ PAL DUDHAWAL,RAJ-RERA-APP-P-EXEM-2024-47,RAJ/RERAExempted Project/2024/038 (21/11/2024),View,
Jaipur,Mothers Heights,GROUP HOUSING,MOTHERS BUILDERS,RAJ-RERA-APP-P-2024-10100,RAJ/P/2024/3400 (02/12/2024),View,
Jodhpur,Mateshwari-Residency,PLOTTED,Ravi Khichi,RAJ-RERA-APP-P-2024-10099,RAJ/P/2024/3360 (07/11/2024),View,
Alwar,ASHIANA TARANG PHASE VI,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2024-10096,RAJ/P/2025/3479 (13/01/2025),View,
Jaipur,VRB ELITE PARK,PLOTTED,VRB BUILDERS AND DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10097,RAJ/P/2024/3338 (25/10/2024),View,
Jaipur,VRINDAVAN GREENS,PLOTTED,GREEN URBAN DEVELOPERS,RAJ-RERA-APP-P-2024-10098,RAJ/P/2024/3361 (11/11/2024),View,
Jaipur,Samurai The Vue,GROUP HOUSING,Samurai Constructions Private Limited,RAJ-RERA-APP-P-2024-10095,RAJ/P/2024/3374 (18/11/2024),View,
Sikar,Subham Vihar Phase-I,PLOTTED,Mohammed Aslam Chouhan,RAJ-RERA-APP-P-2024-10094,RAJ/P/2024/3396 (29/11/2024),View,
Jaipur,DHB CORRIDOR,PLOTTED,DREAM HOUSE BUILDESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10093,RAJ/P/2024/3343 (28/10/2024),View,
Kota,Burhani Park-II,PLOTTED,MURTAZA .,RAJ-RERA-APP-P-2024-10092,RAJ/P/2024/3381 (19/11/2024),View,
Jaipur,VERISTO,GROUP HOUSING,SIDDHI HOMES REALTY,RAJ-RERA-APP-P-2024-10091,RAJ/P/2024/3450 (31/12/2024),View,
Sri Ganganagar,Ridhi Sidhi Enclave - 3 Extension,PLOTTED,BIMLA DEVI SHAH,RAJ-RERA-APP-P-2024-10087,RAJ/P/2024/3406 (02/12/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 9, I Block",PLOTTED,BIMLA DEVI SHAH,RAJ-RERA-APP-P-2024-10086,RAJ/P/2024/3376 (18/11/2024),View,
Sri Ganganagar,RIDHI SIDHI COMMERCIAL HUB A BLOCK EXTENSION,PLOTTED,Neetu Shah,RAJ-RERA-APP-P-2024-10088,RAJ/P/2024/3368 (11/11/2024),View,
Ajmer,"KHASRA NO. 1203, 5390/1203, 1204 MAKADWALI",PLOTTED,MOHAN LAL DHILLIWAL,RAJ-RERA-APP-P-2024-10089,RAJ/P/2024/3342 (25/10/2024),View,
Jaipur,THE SOUTHERN RESIDENCY,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10090,RAJ/P/2024/3323 (18/10/2024),View,
Kota,AYODHYA RESIDENCY,PLOTTED,SHARAD CHOUDHARY,RAJ-RERA-APP-P-2024-10085,RAJ/P/2024/3363 (11/11/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 9, N & O Block",PLOTTED,Sidhi Vinayak Home Township Private Lmited,RAJ-RERA-APP-P-2024-10083,RAJ/P/2024/3387 (21/11/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 9, S & T Block",PLOTTED,Sidhi Vinayak Home Township Private Lmited,RAJ-RERA-APP-P-2024-10084,RAJ/P/2024/3371 (13/11/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 9, F & G Block",PLOTTED,RIDHI SIDHI HOME DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2024-10082,RAJ/P/2024/3367 (11/11/2024),View,
Jaipur,SHREE SAGAR CITY,PLOTTED,DREAMCHART SQUARE LLP,RAJ-RERA-APP-P-2024-10081,RAJ/P/2024/3331 (23/10/2024),View,
Kota,GOLD BELLAGIO,GROUP HOUSING,KGV INFRA PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10079,RAJ/P/2024/3322 (18/10/2024),View,
Sikar,Bhagwati Vihar-2 Residential Scheme,PLOTTED,AMANDEEP SINGH NATHAWAT,RAJ-RERA-APP-P-2024-10080,RAJ/P/2024/3347 (28/10/2024),View,
Jaipur,BHUMIJA ALANKAR II,PLOTTED,BHUMIJA REALSQUARE LLP,RAJ-RERA-APP-P-2024-10075,RAJ/P/2024/3316 (17/10/2024),View,
Jaipur,Manipal Nagar,PLOTTED,RJMD Homes LLP,RAJ-RERA-APP-P-2024-10078,RAJ/P/2024/3337 (25/10/2024),View,
Jaipur,BHAVYAA GREEN GRANDEUR B,GROUP HOUSING,BHAVYAA GREEN BUILDERS,RAJ-RERA-APP-P-2024-10077,RAJ/P/2024/3433 (19/12/2024),View,
Jaipur,Laxmi Villa,PLOTTED,SURESH PRAJAPATI,RAJ-RERA-APP-P-2024-10074,RAJ/P/2025/3454 (01/01/2025),View,
Jaipur,Om Shivanta,GROUP HOUSING,Om Builders and Developers,RAJ-RERA-APP-P-2024-10076,RAJ/P/2024/3330 (22/10/2024),View,
Jodhpur,GOKUL VIHAR,PLOTTED,Gokul Ram Choudhary,RAJ-RERA-APP-P-EXEM-2024-46,RAJ/RERAExempted Project/2024/039 (12/12/2024),View,
Kota,AYODHYA RESIDENCY BLOCK B,PLOTTED,SHARAD CHOUDHARY,RAJ-RERA-APP-P-2024-10071,RAJ/P/2024/3346 (28/10/2024),View,
Kota,SETH SANWARIYA DHAM,PLOTTED,MURARILAL RAMSUKH MITTAL,RAJ-RERA-APP-P-2024-10070,RAJ/P/2024/3348 (28/10/2024),View,
Jaipur,EMPRESS (PHASE-1),GROUP HOUSING,RICHWELL ENTERPRISES PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10073,RAJ/P/2024/3341 (25/10/2024),View,
Bikaner,SHANTINATH VATIKA,GROUP HOUSING,DEVBHUMI VINIMAY PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10072,RAJ/P/2024/3397 (29/11/2024),View,
Jaipur,Gulab Hari Enclave Block-C,PLOTTED,DILIP SINGH,RAJ-RERA-APP-P-2024-10069,RAJ/P/2024/3345 (28/10/2024),View,
Barmer,UIT GREENS,PLOTTED,Urban Improvement Trust Barmer,RAJ-RERA-APP-P-2024-10068,RAJ/P/2024/3375 (18/11/2024),View,
Jodhpur,JAI SHREE VILLAS SECTOR-E,PLOTTED,Champa Kewal Ram,RAJ-RERA-APP-P-EXEM-2024-45,RAJ/RERAExempted Project/2024/037 (29/10/2024),View,
Jaipur,CITY HOME MANSUKH MADHAVAM,PLOTTED,Jai Infratech Private Limited,RAJ-RERA-APP-P-2024-10067,RAJ/P/2024/3352 (29/10/2024),View,
Jaipur,SHRIKUNJ DHAM,PLOTTED,Samurai Constructions Private Limited,RAJ-RERA-APP-P-2024-10065,RAJ/P/2024/3334 (23/10/2024),View,
Kota,PARSHAVNATH CITY C- BLOCK,PLOTTED,PRANATI BUILDCON,RAJ-RERA-APP-P-2024-10064,RAJ/P/2024/3353 (29/10/2024),View,
Jaipur,"""THE ELEGANCE""",PLOTTED,NEW PATH DEVELOPERS LLP,RAJ-RERA-APP-P-2024-10066,RAJ/P/2024/3307 (10/10/2024),View,
Ajmer,SATYAM SHIVAM,GROUP HOUSING,SUNDERAM BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10063,RAJ/P/2024/3357 (04/11/2024),View,
Sikar,Maruti Vihar aawasiya Yojna Phase-2,PLOTTED,Abdul Wahid Jatu,RAJ-RERA-APP-P-2024-10062,RAJ/P/2024/3336 (25/10/2024),View,
Jaipur,THE UMANG,PLOTTED,GOKUL KRIPA COLONIZERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2024-10061,RAJ/P/2024/3332 (23/10/2024),View,
Jaipur,GOVIND AASHRAY,PLOTTED,GOVINDKRIPA REALTY,RAJ-RERA-APP-P-2024-10059,RAJ/P/2024/3315 (16/10/2024),View,
Kota,CHANDRAMOLI AAWASIYA YOJANA,PLOTTED,KOTA DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2024-10060,RAJ/P/2024/3320 (17/10/2024),View,
Jaipur,SANJEEVNI GREEN VIHAR PHASE-I,PLOTTED,Sanjeevni Buildhome,RAJ-RERA-APP-P-2024-10057,RAJ/P/2024/3344 (28/10/2024),View,
Jaipur,THE IMPERIAL,PLOTTED,RIYASAT INFRA DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10054,RAJ/P/2024/3303 (04/10/2024),View,
Kota,SOUTH X BLOCK A,PLOTTED,CORAL COLONIZERS,RAJ-RERA-APP-P-2024-10056,RAJ/P/2024/3335 (25/10/2024),View,
Jaipur,BHUMIJA ALANKAR 4TH,PLOTTED,BHUMIJA EMPIRE LLP,RAJ-RERA-APP-P-2024-10055,RAJ/P/2024/3301 (04/10/2024),View,
Jaipur,AYODHYA NAGARI,PLOTTED,HIGHTECH COLONIZERS PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10053,RAJ/P/2024/3300 (04/10/2024),View,
Jaipur,Galaxy Star City,PLOTTED,GALAXY REALMART PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10052,RAJ/P/2024/3389 (25/11/2024),View,
Jaipur,Royal Crysta I,GROUP HOUSING,VINAYAK CONSTRUCTIONS,RAJ-RERA-APP-P-2024-10051,RAJ/P/2024/3319 (17/10/2024),View,
Jaipur,Royal Regaliya,GROUP HOUSING,VINAYAK BUILDCOM,RAJ-RERA-APP-P-2024-10050,RAJ/P/2024/3328 (22/10/2024),View,
Jaipur,SAKET PRESTIGE HOMES,GROUP HOUSING,SAKET BUILDMART PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10049,RAJ/P/2025/3475 (10/01/2025),View,
Jaipur,Krishna Sarover-II,PLOTTED,Shivam Developers,RAJ-RERA-APP-P-2024-10046,RAJ/P/2024/3378 (18/11/2024),View,
Jaipur,Shri Vinayak Home IV,Mixed (Residential And Commercial),N S Residency,RAJ-RERA-APP-P-2024-10048,RAJ/P/2024/3327 (22/10/2024),View,
Pali,ADINATH COMPLEX A,Mixed (Residential And Commercial),VINAYAK LAND AND DEVELOPERS,RAJ-RERA-APP-P-2024-10045,RAJ/P/2024/3302 (04/10/2024),View,
Jaipur,BHUMIJA ALANKAR 3RD,PLOTTED,BHUMIJA EMPIRE LLP,RAJ-RERA-APP-P-2024-10047,RAJ/P/2024/3291 (01/10/2024),View,
Sikar,NEW MARUTI VIHAR AAWASIYA YOJNA,PLOTTED,MOHAMMED ZAVED KHAN,RAJ-RERA-APP-P-2024-10044,RAJ/P/2024/3325 (21/10/2024),View,
Jaipur,GOKUL GREENS,PLOTTED,Sanjeevni Buildhome,RAJ-RERA-APP-P-2024-10043,RAJ/P/2024/3333 (23/10/2024),View,
Jaipur,VATSALYA ENCLAVE,PLOTTED,ASHOK JAIN,RAJ-RERA-APP-P-2024-10041,RAJ/P/2024/3326 (22/10/2024),View,
Sri Ganganagar,HIGHWAY TOWN,PLOTTED,VIPIN KUMAR AGGARWAL,RAJ-RERA-APP-P-2024-10042,RAJ/P/2024/3429 (13/12/2024),View,
Jaipur,Park View Apartments By Soni's,GROUP HOUSING,Nehal Maheshwari,RAJ-RERA-APP-P-2024-10040,RAJ/P/2024/3354 (29/10/2024),View,
Jodhpur,JAI SHREE VILLAS SECTOR-D,PLOTTED,Champa Kewal Ram,RAJ-RERA-APP-P-EXEM-2024-44,RAJ/RERAExempted Project/2024/035 (21/10/2024),View,
Jaipur,LIVGYAN,GROUP HOUSING,AR INFRA,RAJ-RERA-APP-P-2024-10038,RAJ/P/2024/3359 (07/11/2024),View,
Jaipur,ASKG Pinnacle Place,GROUP HOUSING,ASKG HOMES,RAJ-RERA-APP-P-2024-10037,RAJ/P/2024/3412 (04/12/2024),View,
Ajmer,DELIGHT PARK,PLOTTED,DELIGHT INFRAHEIGHTS LLP,RAJ-RERA-APP-P-2024-10039,RAJ/P/2024/3270 (20/09/2024),View,
Alwar,KRISH SEASONS EXTENSION,PLOTTED,CRYSTAL BUILDTECH PRIVATE LIMITED,RAJ-RERA-APP-P-EXEM-2024-43,RAJ/RERAExempted Project/2024/034 (21/10/2024),View,
Sikar,OM VIHAR AAVASIYA YOJANA-2,PLOTTED,MUKESH KUMAR KHOKHAR,RAJ-RERA-APP-P-2024-10036,RAJ/P/2024/3314 (16/10/2024),View,
Sikar,Shiv Vihar Phase-3,PLOTTED,BIHARI LAL MORDIYA,RAJ-RERA-APP-P-2024-10035,RAJ/P/2024/3313 (16/10/2024),View,
Sikar,SHIV VIHAR,PLOTTED,YOGESH KUMAR INDALIA,RAJ-RERA-APP-P-2024-10034,RAJ/P/2024/3308 (10/10/2024),View,
Jaipur,BALAJI GREEN PARK,GROUP HOUSING,BALAJI CONSTRUCTION,RAJ-RERA-APP-P-2024-10033,RAJ/P/2024/3276 (23/09/2024),View,
Bikaner,RIDHI SIDHI ENCLAVE,GROUP HOUSING,RAJENDRA KUMAR DAFTARI,RAJ-RERA-APP-P-2024-10032,RAJ/P/2024/3373 (14/11/2024),View,
Bikaner,JAI GANESH ENCLAVE,GROUP HOUSING,JAI GANESH ENCLAVE,RAJ-RERA-APP-P-2024-10031,RAJ/P/2024/3372 (14/11/2024),View,
Alwar,SHYAM BAGH,PLOTTED,RAJINDERA PROMOTERS PRIVATE LIMITED,RAJ-RERA-APP-P-2024-10030,RAJ/P/2024/3299 (04/10/2024),View,
Sikar,SUMITRA NAGAR,PLOTTED,,RAJ-RERA-APP-P-2024-10029,RAJ/P/2024/3305 (10/10/2024),View,
Jaipur,FRANKFURT BY R R HOMES,GROUP HOUSING,RAJ RAJESHWARI REAL ESTATES LLP,RAJ-RERA-APP-P-2024-10028,RAJ/P/2024/3298 (02/10/2024),View,
Kota,RIDDHI SIDDHI NAGAR,PLOTTED,PANKAJ MEHAR,RAJ-RERA-APP-P-2024-10027,RAJ/P/2024/3306 (10/10/2024),View,
Pali,ADINATH COMPLEX B,GROUP HOUSING,VINAYAK LAND AND DEVELOPERS,RAJ-RERA-APP-P-2024-10026,RAJ/P/2024/3290 (24/09/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 9, P & Q Block",PLOTTED,RIDHI SIDHI HOME DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2024-10025,RAJ/P/2024/3366 (11/11/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 9, A & B Block",PLOTTED,Suresh Shah,RAJ-RERA-APP-P-2024-10023,RAJ/P/2024/3365 (11/11/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 9, D Block",PLOTTED,Suresh Shah,RAJ-RERA-APP-P-2024-10024,RAJ/P/2024/3364 (11/11/2024),View,
Jodhpur,SHIV VIHAR,PLOTTED,JUGAL KISHORE,RAJ-RERA-APP-P-2024-10021,RAJ/P/2024/3275 (23/09/2024),View,
Jodhpur,SHREE KHATU UPWAN,PLOTTED,REVENT RAM,RAJ-RERA-APP-P-2024-10022,RAJ/P/2024/3289 (24/09/2024),View,
Jodhpur,ASHAPURNA MOHANBAGH-IX,PLOTTED,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2024-10020,RAJ/P/2024/3260 (17/09/2024),View,
Jodhpur,KANCHAN VATIKA,PLOTTED,RAMESH MUTHA HUF,RAJ-RERA-APP-P-2024-10019,RAJ/P/2024/3356 (04/11/2024),View,
Jaipur,Virasat Trilok,GROUP HOUSING,SRS BUILDERS,RAJ-RERA-APP-P-2024-10018,RAJ/P/2025/3474 (10/01/2025),View,
Jaipur,CASA-11,GROUP HOUSING,PANACHE BUILDTECH LLP,RAJ-RERA-APP-P-2024-10008,RAJ/P/2024/3382 (20/11/2024),View,
Jaipur,The Altitude,GROUP HOUSING,MANGO BUILDESTATE LLP,RAJ-RERA-APP-P-2024-10015,RAJ/P/2024/3442 (23/12/2024),View,
Jodhpur,AMBEY NAGAR SECTOR C,PLOTTED,RAJESHWARI DEVELOPERS,RAJ-RERA-APP-P-2024-10014,RAJ/P/2024/3321 (18/10/2024),View,
Jaipur,SHIVAM PRIME,GROUP HOUSING,SHIVAM BUILDERS AND DEVELOPERS,RAJ-RERA-APP-P-2024-10009,RAJ/P/2024/3277 (23/09/2024),View,
Jodhpur,GULMOHAR,PLOTTED,PREM CHAND,RAJ-RERA-APP-P-2024-10017,RAJ/P/2024/3279 (23/09/2024),View,
Sikar,PREM CITY RESIDENTIAL SCHEME,PLOTTED,PHOOLA RAM,RAJ-RERA-APP-P-2024-10010,RAJ/P/2024/3265 (17/09/2024),View,
Jodhpur,ASHAPURNA MOHANBAGH-VIII,PLOTTED,ASHAPURNA BUILDCON LIMITED,RAJ-RERA-APP-P-2024-10013,RAJ/P/2024/3282 (24/09/2024),View,
Sikar,Salasar City Phase-4,PLOTTED,SHAHRUKH KHAN,RAJ-RERA-APP-P-2024-10012,RAJ/P/2024/3281 (24/09/2024),View,
Jaipur,SWARN BHOOMI C-BLOCK,PLOTTED,UDAI GAJRAJ REAL ESTATE LLP,RAJ-RERA-APP-P-2024-10011,RAJ/P/2024/3297 (02/10/2024),View,
Kota,Ayodhya Dhaam,PLOTTED,MAHAVEER PRASAD NAYAK,RAJ-RERA-APP-P-2024-10006,RAJ/P/2024/3280 (24/09/2024),View,
Kota,ADINATH PALMS,PLOTTED,NEW ADINATH ASSOCIATES,RAJ-RERA-APP-P-2024-10007,RAJ/P/2024/3288 (24/09/2024),View,
Kota,ADINATH SAPPHIRE,PLOTTED,ADINATH SAPPHIRE,RAJ-RERA-APP-P-2024-10016,RAJ/P/2024/3309 (10/10/2024),View,
Kota,Parshavnath Nilay D- Block,PLOTTED,PRANATI BUILDCON,RAJ-RERA-APP-P-2024-10005,RAJ/P/2024/3318 (17/10/2024),View,
Jaipur,SANKALP SPECTRUM 21,Mixed (Residential And Commercial),SANKALP BUILD DEVELOPERS LLP,RAJ-RERA-APP-P-2024-10004,RAJ/P/2024/3261 (17/09/2024),View,
Jaipur,75°E HOMES,GROUP HOUSING,BAGAI BUILDCON LLP,RAJ-RERA-APP-P-2024-10003,RAJ/P/2024/3246 (09/09/2024),View,
Jaipur,URBAN HEIGHT,GROUP HOUSING,A.B. CONSTRUCTIONS,RAJ-RERA-APP-P-2024-10002,RAJ/P/2024/3324 (21/10/2024),View,
Kota,North X Block C,PLOTTED,SHUBHAM INFRA HOUSING,RAJ-RERA-APP-P-2024-10001,RAJ/P/2024/3269 (18/09/2024),View,
Jaipur,SWARN BHOOMI UDAY GAJRAJ,PLOTTED,UDAI GAJRAJ REAL ESTATE LLP,RAJ-RERA-APP-P-2024-9999,RAJ/P/2024/3296 (02/10/2024),View,
Sikar,BHAGWATI VIHAR RESIDENTIAL SCHEME,PLOTTED,RAJENDRA KUMAR KHICHAR,RAJ-RERA-APP-P-2024-10000,RAJ/P/2024/3287 (24/09/2024),View,
Ajmer,GURU PANNA MALL,Mixed (Residential And Commercial),Guru Panna Mall LLP,RAJ-RERA-APP-P-2024-9996,RAJ/P/2024/3351 (28/10/2024),View,
Jaipur,MAHVEER ENCLAVE,PLOTTED,BALAJI DEVELOPERS,RAJ-RERA-APP-P-2024-9997,RAJ/P/2024/3241 (02/09/2024),View,
Jodhpur,Aarti Green City Sector-H,PLOTTED,Divya Bharti,RAJ-RERA-APP-P-2024-9998,RAJ/P/2024/3240 (02/09/2024),View,
Jaipur,The Vision,GROUP HOUSING,High Vision Real Estate,RAJ-RERA-APP-P-2024-9995,RAJ/P/2024/3274 (23/09/2024),View,
Sikar,ADARSH NAGAR RESIDENTIAL SCHEME,PLOTTED,DEEN DAYAL MEENA,RAJ-RERA-APP-P-2024-9994,RAJ/P/2024/3247 (09/09/2024),View,
Sikar,PARWATI NAGAR-2 RESIDENTIAL SCHEME,PLOTTED,FAIRMOUNT ENTERPRISES,RAJ-RERA-APP-P-2024-9992,RAJ/P/2024/3266 (17/09/2024),View,
Jodhpur,HANS RAMDEV CITY,PLOTTED,Shree Ramdev Infra & Land Developers,RAJ-RERA-APP-P-2024-9991,RAJ/P/2025/3458 (02/01/2025),View,
Jaipur,THE PALM STUDIO,GROUP HOUSING,JAISHUBH UNIQUE INFRA LLP,RAJ-RERA-APP-P-2024-9989,RAJ/P/2024/3234 (29/08/2024),View,
Udaipur,KRE ARIHANT,PLOTTED,KRE Real Estate,RAJ-RERA-APP-P-2024-9993,RAJ/P/2024/3340 (25/10/2024),View,
Jaipur,NATHULAL KAROL ENCLAVE,PLOTTED,LAXMI NARAIN KAROL,RAJ-RERA-APP-P-2024-9990,RAJ/P/2024/3250 (14/09/2024),View,
Sikar,New Balaji Vihar,PLOTTED,Raj Kumar Jakhar,RAJ-RERA-APP-P-2024-9988,RAJ/P/2024/3248 (10/09/2024),View,
Sikar,NEW BALAJI DREAM CITY,PLOTTED,Krishan Kumar,RAJ-RERA-APP-P-2024-9987,RAJ/P/2024/3259 (14/09/2024),View,
Jaipur,KALYAN OASIS,GROUP HOUSING,KALYAN BUILDHOME,RAJ-RERA-APP-P-2024-9985,RAJ/P/2024/3263 (17/09/2024),View,
Jodhpur,ROOP SHREE VATIKA,PLOTTED,BHANWARA RAM,RAJ-RERA-APP-P-2024-9986,RAJ/P/2024/3278 (23/09/2024),View,
Alwar,SHRI SHYAM SIDHI,PLOTTED,SHRI SHYAM SIDHI,RAJ-RERA-APP-P-2024-9984,RAJ/P/2024/3284 (24/09/2024),View,
Jaipur,MANGLAM ANAND BAGH (PART-IV),PLOTTED,MANGLAM ASSOCIATES,RAJ-RERA-APP-P-2024-9983,RAJ/P/2024/3233 (27/08/2024),View,
Udaipur,Jupiter Appartment,GROUP HOUSING,Jupiterr Infra Builder,RAJ-RERA-APP-P-2024-9976,RAJ/P/2024/3267 (17/09/2024),View,
Sri Ganganagar,SHRI RAM INFRA-1,PLOTTED,SHRI RAM INFRA,RAJ-RERA-APP-P-2024-9982,RAJ/P/2024/3349 (28/10/2024),View,
Sri Ganganagar,SHRI RAM INFRA,PLOTTED,SHRI RAM INFRA,RAJ-RERA-APP-P-2024-9980,RAJ/P/2024/3350 (28/10/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 7 Sector - 2, L Block",PLOTTED,Bhumilaxmi Vanijya Private Limited,RAJ-RERA-APP-P-2024-9975,RAJ/P/2024/3317 (17/10/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 7 Sector - 2, J K L Block Extension",PLOTTED,Bhumilaxmi Vanijya Private Limited,RAJ-RERA-APP-P-2024-9977,RAJ/P/2024/3339 (25/10/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 7 Sector - 2, I Block",PLOTTED,MUKESH SHAH,RAJ-RERA-APP-P-2024-9978,RAJ/P/2024/3310 (10/10/2024),View,
Kota,SHIV GANGA DHAM,PLOTTED,UMAR AHMED,RAJ-RERA-APP-P-2024-9981,RAJ/P/2024/3422 (10/12/2024),View,
Sri Ganganagar,Radhika Enclave,PLOTTED,Sameer Agarwal,RAJ-RERA-APP-P-2024-9973,RAJ/P/2024/3245 (06/09/2024),View,
Jodhpur,MANGLA-RESIDENCY I,PLOTTED,Surendra Pareek,RAJ-RERA-APP-P-2024-9974,RAJ/P/2024/3292 (01/10/2024),View,
Jaipur,VIDYASAGAR ENCLAVE,PLOTTED,Vidyasagar Buildcon,RAJ-RERA-APP-P-2024-9972,RAJ/P/2024/3264 (17/09/2024),View,
Sikar,SHYAM VATIKA RESIDENTIAL SCHEME,PLOTTED,SUMAN AGARWAL,RAJ-RERA-APP-P-2024-9971,RAJ/P/2024/3304 (05/10/2024),View,
Sri Ganganagar,Ridhi Sidhi Enclave - 2 Sector 16 U Block Extension,PLOTTED,MAINA DEVI,RAJ-RERA-APP-P-2024-9970,RAJ/P/2024/3312 (10/10/2024),View,
Sri Ganganagar,"Ridhi Sidhi Enclave - 2, Sector - 16, U Block",PLOTTED,NEERU DEVI,RAJ-RERA-APP-P-2024-9969,RAJ/P/2024/3311 (10/10/2024),View,
Jodhpur,ASHAPURNA MOHANBAGH-VII,GROUP HOUSING,HARSHVARDHAN SINGH,RAJ-RERA-APP-P-2024-9968,RAJ/P/2024/3283 (24/09/2024),View,
Jaipur,Empire Heights,GROUP HOUSING,Vinayak Empire Homes,RAJ-RERA-APP-P-EXEM-2024-41,RAJ/RERAExempted Project/2024/033 (05/09/2024),View,
Bhilwara,MCM AVENUE,PLOTTED,DEEPAK KUMAR MANSINGHKA,RAJ-RERA-APP-P-2024-9966,RAJ/P/2024/3262 (17/09/2024),View,
Jaipur,THE ROYAL PALM,GROUP HOUSING,SHYAM KRIPA ENTERPRISES,RAJ-RERA-APP-P-2024-9967,RAJ/P/2024/3393 (28/11/2024),View,
Jodhpur,Ananta,PLOTTED,Mahipal Singh,RAJ-RERA-APP-P-2024-9963,RAJ/P/2024/3239 (02/09/2024),View,
Sikar,Veer Teja Residential Scheme,PLOTTED,MANNI DEVI,RAJ-RERA-APP-P-2024-9965,RAJ/P/2024/3235 (29/08/2024),View,
Jodhpur,MARWAR GREEN ENCLAVE,PLOTTED,Pappa Ram,RAJ-RERA-APP-P-2024-9964,RAJ/P/2024/3219 (14/08/2024),View,
Jodhpur,"Aarti Green City, Sector-B",PLOTTED,Jabraram Chawda,RAJ-RERA-APP-P-2024-9962,RAJ/P/2024/3411 (04/12/2024),View,
Jodhpur,Tirupati City,PLOTTED,SUSHILA JAIPAL,RAJ-RERA-APP-P-2024-9961,RAJ/P/2024/3226 (22/08/2024),View,
Jaipur,SHREE BALAJI INTEGRATED INDUSTRIAL AREA.,PLOTTED,SHREE BALAJI TOWNSHIP,RAJ-RERA-APP-P-2024-9960,RAJ/P/2024/3244 (06/09/2024),View,
Jodhpur,Aditya dwarkadhish elite City,PLOTTED,Joga Ram,RAJ-RERA-APP-P-EXEM-2024-40,RAJ/RERAExempted Project/2024/032 (28/08/2024),View,
Jaipur,CHORDIA'S KOSMOS BLOCK-B,Commercial,SHIVVILAS REALHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2024-9958,RAJ/P/2024/3222 (21/08/2024),View,
Jaipur,THE WORLD STREET,Commercial,REIGN INDUSTRIES PRIVATE LIMITED,RAJ-RERA-APP-P-2024-9957,RAJ/P/2024/3221 (17/08/2024),View,
Sikar,SHIV COLONY RESIDENTIAL SCHEME,PLOTTED,Gokul Chandra Meena,RAJ-RERA-APP-P-2024-9956,RAJ/P/2024/3225 (22/08/2024),View,
Jaipur,Samridhi Residency,PLOTTED,SHRI GARGI BUILDHOME PRIVATE LIMITED,RAJ-RERA-APP-P-2024-9959,RAJ/P/2024/3223 (21/08/2024),View,
