District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,
Ajmer,Padmawati Apartments,Mixed (Residential And Commercial),Shri Panchsheel Buildhome Private Limited,RAJ-RERA-APP-P-2017-828,RAJ/P/2017/363 (17/10/2017),View,
Jaipur,Airport Residency,GROUP HOUSING,Mass Infra Projects,RAJ-RERA-APP-P-2017-837,RAJ/P/2017/544 (14/12/2017),View,
Sikar,ROYAL ELINA,GROUP HOUSING,SHRI HANUMANT REAL ESTATE,RAJ-RERA-APP-P-2017-797,RAJ/P/2017/547 (14/12/2017),View,
Alwar,SURBHI PHASE V,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2017-809,RAJ/P/2017/362 (17/10/2017),View,
Ajmer,ROSEWOOD APARTMENTS,GROUP HOUSING,ARG Infra Developers Private Limited,RAJ-RERA-APP-P-2017-821,RAJ/P/2017/403 (31/10/2017),View,
Alwar,KRISHNA COMPLEX,Commercial,SUPRA FINANCIAL SERVICES LTD,RAJ-RERA-APP-P-2017-781,RAJ/P/2017/390 (27/10/2017),View,
Jaipur,Farm House & Resort plots Scheme at village Govindpura Ropada,PLOTTED,JAIPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-780,RAJ/P/2017/350 (16/10/2017),View,
Udaipur,Hitawalas Shree Bhairav Apartment,GROUP HOUSING,NEO CONSTRUCTIONS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-826,RAJ/P/2017/527 (12/12/2017),View,
Udaipur,Devaurum Hitawalas Apartment,GROUP HOUSING,NEO CONSTRUCTIONS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-823,RAJ/P/2017/531 (12/12/2017),View,
Udaipur,Hitawala Prabhushree Apartments,GROUP HOUSING,NEO CONSTRUCTIONS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-824,RAJ/P/2017/508 (11/12/2017),View,
Jaipur,ARISE,GROUP HOUSING,PREMIER DREAM HOMES LLP,RAJ-RERA-APP-P-2017-783,RAJ/P/2017/401 (31/10/2017),View,
Jaipur,Gyanvardhan Heights,GROUP HOUSING,Abhishek Buildhomes LLP,RAJ-RERA-APP-P-2017-789,RAJ/P/2017/205 (20/09/2017),View,
Jaipur,ARG ANANTA-II,GROUP HOUSING,ARG Developers Private Limited,RAJ-RERA-APP-P-2017-835,RAJ/P/2017/209 (20/09/2017),View,
Jaipur,Dreamax Plaza,Commercial,Reyansh Infrastructure Private Limited,RAJ-RERA-APP-P-2017-818,RAJ/P/2017/357 (17/10/2017),View,
Jaipur,Saavyas,GROUP HOUSING,SKG B3B LLP,RAJ-RERA-APP-P-2017-787,RAJ/P/2017/186 (15/09/2017),View,
Jaipur,JAL VAYU TOWERS,GROUP HOUSING,AIR FORCE NAVAL HOUSING BOARD,RAJ-RERA-APP-P-2017-813,RAJ/P/2017/553 (18/12/2017),View,
Alwar,Terra City 2,PLOTTED,CANOPY GRANVIZ DEVELOPERS,RAJ-RERA-APP-P-2017-800,RAJ/P/2017/364 (17/10/2017),View,
Jodhpur,CORAL GOLF GREENS,GROUP HOUSING,CORAL INFRAGOLD PRIVATE LIMITED,RAJ-RERA-APP-P-2017-778,RAJ/P/2017/502 (11/12/2017),View,
Bikaner,CORAL SOCCER,Mixed (Residential And Commercial),CORAL INFRAGOLD PRIVATE LIMITED,RAJ-RERA-APP-P-2017-810,RAJ/P/2017/523 (12/12/2017),View,
Alwar,Business Arcade,Commercial,Modest structures pvt ltd,RAJ-RERA-APP-P-2017-827,RAJ/P/2017/560 (21/12/2017),View,
Jaipur,Aastha Classique,GROUP HOUSING,AASTHA BUILDHOME DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2017-790,RAJ/P/2017/377 (24/10/2017),View,
Jaipur,Unique City (Phase - II),GROUP HOUSING,Unique Madhuban Homes Private Limited,RAJ-RERA-APP-P-2017-763,RAJ/P/2017/372 (18/10/2017),View,
Jaipur,Prime Ville,GROUP HOUSING,Arihant Enterprises,RAJ-RERA-APP-P-2017-758,RAJ/P/2017/328 (11/10/2017),View,
Jaipur,ROYAL ORNATE,GROUP HOUSING,MANOHAR BUILDERS AND DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-757,RAJ/P/2017/474 (24/11/2017),View,
Jaipur,Prime Ville,GROUP HOUSING,VIVEK CHORDIA,RAJ-RERA-APP-P-2017-755,RAJ/P/2017/326 (11/10/2017),View,
Jaipur,Prime Ville Extention,GROUP HOUSING,VIVEK CHORDIA,RAJ-RERA-APP-P-2017-756,RAJ/P/2017/327 (11/10/2017),View,
Jaipur,Aangan Arcade,Commercial,SIDDHA INFRA PROJECTS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-764,RAJ/P/2017/181 (15/09/2017),View,
Udaipur,SHUB SUNDER TOWER,GROUP HOUSING,VALLEY HILLVIEW HOTEL AND RESORT PRIVATE LIMITED,RAJ-RERA-APP-P-2017-762,RAJ/P/2017/472 (23/11/2017),View,
Jaipur,GOLDEN LEAF,Mixed (Residential And Commercial),Triveni Kripa Enterprises Limited Liability Partnership,RAJ-RERA-APP-P-2017-753,RAJ/P/2017/344 (13/10/2017),View,
Alwar,Sky View Tower,Commercial,SUN VIEW BUILDCON PRIVATE LTD,RAJ-RERA-APP-P-2017-768,RAJ/P/2018/615 (24/01/2018),View,
Udaipur,Matrix Park,GROUP HOUSING,Riddhi Siddhi Infraprojects Private Limited,RAJ-RERA-APP-P-2017-765,RAJ/P/2017/515 (12/12/2017),View,
Jaipur,VARDHMAN EMPIRE,GROUP HOUSING,Shree Ram Estates,RAJ-RERA-APP-P-2017-749,RAJ/P/2017/342 (13/10/2017),View,
Bharatpur,Om Residency,GROUP HOUSING,Surya Builders and Developers,RAJ-RERA-APP-P-2017-754,RAJ/P/2017/420 (07/11/2017),View,
Jodhpur,Unique Golf Estate (Phase IV),GROUP HOUSING,Skypeer Infra Build LLP,RAJ-RERA-APP-P-2017-767,RAJ/P/2017/507 (11/12/2017),View,
Jaipur,MANGLAM AANANDA PHASE-II,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-750,RAJ/P/2017/329 (11/10/2017),View,
Jaipur,Cedar Homes,GROUP HOUSING,Grandiose Buildteck Pvt. Ltd.,RAJ-RERA-APP-P-2017-752,RAJ/P/2017/413 (03/11/2017),View,
Jaipur,AVANA,GROUP HOUSING,Shubh Builders Developers,RAJ-RERA-APP-P-2017-760,RAJ/P/2017/360 (17/10/2017),View,
Bhilwara,SHANTI TOWER,GROUP HOUSING,ARUNODAYA BUILDERS,RAJ-RERA-APP-P-2017-761,RAJ/P/2017/565 (22/12/2017),View,
Jaipur,GRANDEUR GROUP HOUSING,GROUP HOUSING,BUILDERS ALLIANCE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-751,RAJ/P/2017/488 (29/11/2017),View,
Alwar,HFL-Presidency Estates- Phase I,GROUP HOUSING,Hindustan Fibres Limited,RAJ-RERA-APP-P-2017-731,RAJ/P/2017/532 (12/12/2017),View,
Alwar,Kalka Royal Residency,GROUP HOUSING,KALKA HOME DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-733,RAJ/P/2017/417 (06/11/2017),View,
Alwar,KALKA THE PEARL,GROUP HOUSING,KALKA HOME DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-734,RAJ/P/2017/411 (02/11/2017),View,
Alwar,AVALON RIDGEVIEW (Phase-II),GROUP HOUSING,AVALON PROJECTS a unit of GRJ DISTRIBUTORS AND DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2017-735,RAJ/P/2017/172 (12/09/2017),View,
Kota,VASALI NAGAR,PLOTTED,Rahial Associates,RAJ-RERA-APP-P-2017-743,RAJ/P/2017/455 (17/11/2017),View,
Jaipur,THE ROYAL ANMOL,GROUP HOUSING,MAPLE LUXURY HOMES,RAJ-RERA-APP-P-2017-727,RAJ/P/2017/361 (17/10/2017),View,
Udaipur,Chetak Cinema,Commercial,CHETAK CINEMA,RAJ-RERA-APP-P-2017-728,RAJ/P/2017/537 (13/12/2017),View,
Udaipur,MARYADA HEIGHTS,GROUP HOUSING,MULTY REALTORS,RAJ-RERA-APP-P-2017-739,RAJ/P/2017/454 (17/11/2017),View,
Pali,SHRIPAL RESIDENCY,GROUP HOUSING,Licence Trade India,RAJ-RERA-APP-P-2017-741,RAJ/P/2018/588 (03/01/2018),View,
Jodhpur,AMBEY LOTUS RESIDENCY,Mixed (Residential And Commercial),Sahab Raj Nahta,RAJ-RERA-APP-P-2017-748,RAJ/P/2017/409 (02/11/2017),View,
Bhilwara,SURBHI SQUARE,Commercial,SURBHI HOLDING PRIVATE LIMITED,RAJ-RERA-APP-P-2017-737,RAJ/P/2017/541 (13/12/2017),View,
Udaipur,Ghar Aangan,GROUP HOUSING,KAJRI MINERALS PVT LTD,RAJ-RERA-APP-P-2017-745,RAJ/P/2017/312 (10/10/2017),View,
Jaipur,GHP INDRALOK,GROUP HOUSING,SHREE GOPAL HOUSING AND PLANTATION CORPORATION,RAJ-RERA-APP-P-2017-732,RAJ/P/2017/343 (13/10/2017),View,
Jaipur,Unique New Town -Phase-II,GROUP HOUSING,Jaipur Dream Buildcon Pvt Ltd,RAJ-RERA-APP-P-2017-724,RAJ/P/2017/231 (27/09/2017),View,
Ajmer,Unique International City,PLOTTED,Uniue Mantra Realty,RAJ-RERA-APP-P-2017-722,RAJ/P/2017/559 (21/12/2017),View,
Jaipur,Vardhman's Horizon,GROUP HOUSING,RICHWELL ENTERPRISES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-717,RAJ/P/2017/338 (13/10/2017),View,
Jaipur,Vardhman's Sampada,GROUP HOUSING,RICHWELL ENTERPRISES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-716,RAJ/P/2017/339 (13/10/2017),View,
Alwar,SIGNATURE RAJ VILAS,Mixed (Residential And Commercial),AASHA DREAMESTATE LLP,RAJ-RERA-APP-P-2017-723,RAJ/P/2017/421 (07/11/2017),View,
Jodhpur,Unique Golf Estate (Phase - II),GROUP HOUSING,Skypeer Infra Build LLP,RAJ-RERA-APP-P-2017-718,RAJ/P/2017/478 (27/11/2017),View,
Alwar,COLOSSAL RESIDENCY,GROUP HOUSING,CHANDRAPRABHU BUILDWELL PRIVATE LIMITED,RAJ-RERA-APP-P-2017-721,RAJ/P/2017/405 (31/10/2017),View,
Jaipur,AAMOD,GROUP HOUSING,GOLDENDUNES BUILDERS AND DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2017-715,RAJ/P/2017/376 (24/10/2017),View,
Jaipur,Vishwaas 24,GROUP HOUSING,VISHWAAS AASHIYANA PRIVATE LIMITED,RAJ-RERA-APP-P-2017-725,RAJ/P/2017/256 (29/09/2017),View,
Jaipur,VASUNDHARA AANCHAL,GROUP HOUSING,SHREE VINAYAK GROUP,RAJ-RERA-APP-P-2017-719,RAJ/P/2017/336 (13/10/2017),View,
Alwar,"RLF ""The Park""",GROUP HOUSING,RLF Infratech Private Limited,RAJ-RERA-APP-P-2017-720,RAJ/P/2017/458 (17/11/2017),View,
Jaipur,Masterpiece,Commercial,MODEST INFRA LIMITED,RAJ-RERA-APP-P-2017-711,RAJ/P/2017/371 (18/10/2017),View,
Udaipur,Siddhi Vinayak Residency,GROUP HOUSING,Shree Ramakrishna Infraestate LLP,RAJ-RERA-APP-P-2017-709,RAJ/P/2017/402 (31/10/2017),View,
Jaipur,Unique New Town- Phase-I,GROUP HOUSING,Jaipur Dream Buildcon Pvt Ltd,RAJ-RERA-APP-P-2017-710,RAJ/P/2017/230 (27/09/2017),View,
Alwar,Nimai Hills,GROUP HOUSING,Nimai Developers Pvt Ltd,RAJ-RERA-APP-P-2017-708,RAJ/P/2017/277 (03/10/2017),View,
Jaipur,Apna Ashiyana,GROUP HOUSING,SIDHESHWAR PRIME BUILDERS AND CONSTRUCTIONS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-705,RAJ/P/2017/395 (27/10/2017),View,
Alwar,The Habitat,GROUP HOUSING,ARYANS BUILDWELL PRIVATE LIMITED,RAJ-RERA-APP-P-2017-701,RAJ/P/2017/518 (12/12/2017),View,
Bikaner,IMPERIAL PARADISE,GROUP HOUSING,BIKANER REAL ESTATE DEVELOPERS,RAJ-RERA-APP-P-2017-707,RAJ/P/2017/144 (05/09/2017),View,
Jaipur,Shyam Dham Heights,GROUP HOUSING,Amber Mercantiles Limited,RAJ-RERA-APP-P-2017-702,RAJ/P/2017/332 (12/10/2017),View,
Jaipur,Gulmohar Park,GROUP HOUSING,Shivaay Affodable Homes,RAJ-RERA-APP-P-2017-703,RAJ/P/2017/187 (19/09/2017),View,
Jaipur,MALL OF JAIPUR,Commercial,PALAK BUILDVISION LLP,RAJ-RERA-APP-P-2017-704,RAJ/P/2017/179 (14/09/2017),View,
Jodhpur,Unique Apex Towers Phase III,GROUP HOUSING,MANTRA LIFESTYLE HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-699,RAJ/P/2017/543 (13/12/2017),View,
Jodhpur,Unique Apex Towers (Phase - II),GROUP HOUSING,MANTRA LIFESTYLE HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-698,RAJ/P/2017/554 (19/12/2017),View,
Jaipur,VEDANT APARTMENTS,GROUP HOUSING,NARENDRA KUMAR BHALOTHIA,RAJ-RERA-APP-P-2017-694,RAJ/P/2017/310 (10/10/2017),View,
Jaipur,CEDAR LUXURIA,GROUP HOUSING,Grandiose Buildteck Pvt. Ltd.,RAJ-RERA-APP-P-2017-693,RAJ/P/2017/416 (06/11/2017),View,
Jaipur,IS Paradise,GROUP HOUSING,Astral Buildwell LLP,RAJ-RERA-APP-P-2017-697,RAJ/P/2017/385 (26/10/2017),View,
Bhilwara,Shivansh Trade Park,Commercial,SATYAM PROPERTIES,RAJ-RERA-APP-P-2017-690,RAJ/P/2018/590 (03/01/2018),View,
Jaipur,M D Heights,GROUP HOUSING,S R Builders and Developers,RAJ-RERA-APP-P-2017-692,RAJ/P/2017/369 (18/10/2017),View,
Kota,Guru Govind Residency Block A,GROUP HOUSING,Shubham Buildcon,RAJ-RERA-APP-P-2017-681,RAJ/P/2017/424 (08/11/2017),View,
Kota,ning Guru Govind Residency Block B,GROUP HOUSING,Shubham Buildcon,RAJ-RERA-APP-P-2017-680,RAJ/P/2017/425 (08/11/2017),View,
Jaipur,EMINENT TOWERS,GROUP HOUSING,Arihant prime Developers Pvt Ltd,RAJ-RERA-APP-P-2017-675,RAJ/P/2017/253 (29/09/2017),View,
Sirohi,Chandrawal Flats,GROUP HOUSING,KAILASH PROPERTIES,RAJ-RERA-APP-P-2017-679,RAJ/P/2017/546 (14/12/2017),View,
Jaipur,MIRUS AMPLE,GROUP HOUSING,MIRUS INFRASTRUCTURE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-678,RAJ/P/2017/359 (17/10/2017),View,
Jaipur,PINK PRIDE-The Suites,GROUP HOUSING,unimaxe buildestate pvt ltd,RAJ-RERA-APP-P-2017-683,RAJ/P/2017/585 (28/12/2017),View,
Udaipur,SAMBHAV APARTMENT (EWS/LIG),GROUP HOUSING,SAMBHAVNATH COMPLEX LIMITED,RAJ-RERA-APP-P-2017-666,RAJ/P/2017/386 (26/10/2017),View,
Udaipur,Unique Sampada,GROUP HOUSING,Unique Builders Ganesh,RAJ-RERA-APP-P-2017-663,RAJ/P/2017/494 (06/12/2017),View,
Jaipur,Unique Vidhyadeep,GROUP HOUSING,D C Agarwala and Co Pvt Ltd,RAJ-RERA-APP-P-2017-662,RAJ/P/2017/201 (19/09/2017),View,
Kota,SKYPARK,Mixed (Residential And Commercial),SUNPRIME INFRATECH PVT LTD,RAJ-RERA-APP-P-2017-656,RAJ/P/2017/387 (27/10/2017),View,
Jaipur,SSBC SU-PREM,GROUP HOUSING,SSBC REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-647,RAJ/P/2017/227 (27/09/2017),View,
Sri Ganganagar,Shree Residency,GROUP HOUSING,VASUDEV AFFORDABLE HOMES LLP,RAJ-RERA-APP-P-2017-646,RAJ/P/2017/382 (25/10/2017),View,
Bikaner,MANGLAM GREEN'S RESIDENCY PART B,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-645,RAJ/P/2017/317 (10/10/2017),View,
Jaipur,SUDARSHAN ENCLAVE,GROUP HOUSING,HAMSA BUILDERS DEVELOPERS LLP,RAJ-RERA-APP-P-2017-633,RAJ/P/2017/540 (13/12/2017),View,
Jaipur,Pari Residency,GROUP HOUSING,AKG Affordable Housing Pvt Ltd,RAJ-RERA-APP-P-2017-628,RAJ/P/2017/105 (29/08/2017),View,
Jaipur,THE ELEGANCE,GROUP HOUSING,SSBC REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-624,RAJ/P/2017/226 (27/09/2017),View,
Jaipur,Unique Emporia,GROUP HOUSING,MANTRA LIFESTYLE HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-629,RAJ/P/2017/097 (28/08/2017),View,
Kota,SHREENATH RESIDENCY BLOCK -B,Mixed (Residential And Commercial),SHREENATH DREAM REALCON PRIVATE LIMITED,RAJ-RERA-APP-P-2017-626,RAJ/P/2018/611 (17/01/2018),View,
Jaipur,AASTHA RESIDENCY,GROUP HOUSING,AASTHA BUILDHOME DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2017-614,RAJ/P/2017/375 (24/10/2017),View,
Pali,Aasan Homes,GROUP HOUSING,Anahat Realities,RAJ-RERA-APP-P-2017-619,RAJ/P/2017/223 (25/09/2017),View,
Jaipur,UDAY GREENS,GROUP HOUSING,UDAY RESIDENCY PRIVATE LIMITED,RAJ-RERA-APP-P-2017-607,RAJ/P/2017/062 (18/08/2017),View,
Kota,MERIDIAN HEIGHTS,GROUP HOUSING,PRANAY INFRA BUILD P L,RAJ-RERA-APP-P-2017-605,RAJ/P/2017/164 (08/09/2017),View,
Kota,SUWALKA RIDDHI SIDDHI RESIDENCY,Mixed (Residential And Commercial),SUWALKA AND SUWALKA PROPERTIES AND BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-602,RAJ/P/2017/169 (11/09/2017),View,
Jaipur,AURIC CITY HOMES,GROUP HOUSING,AURIC INFRATECH PRIVATE LIMITED,RAJ-RERA-APP-P-2017-599,RAJ/P/2017/139 (04/09/2017),View,
Kota,SWARAJ,GROUP HOUSING,Aditya Housing,RAJ-RERA-APP-P-2017-594,RAJ/P/2017/309 (09/10/2017),View,
Jaipur,AASRA,GROUP HOUSING,SAMANVAY BUILDHOME,RAJ-RERA-APP-P-2017-600,RAJ/P/2017/188 (19/09/2017),View,
Jaipur,SHREE GORDHAN HEIGHTS,GROUP HOUSING,GORDHAN DEVELOPERS,RAJ-RERA-APP-P-2017-590,RAJ/P/2017/245 (27/09/2017),View,
Dausa,ANURAJ RESIDENCY,Mixed (Residential And Commercial),ANURAJ BUILDERS AND DEVELOPERS LLP,RAJ-RERA-APP-P-2017-582,RAJ/P/2017/276 (03/10/2017),View,
Alwar,Genesis Sky Heights,GROUP HOUSING,SWASTIK HOMEBUILD PRIVATE LIMITED,RAJ-RERA-APP-P-2017-593,RAJ/P/2017/072 (22/08/2017),View,
Hanumangarh,SHUBH LAXMI,GROUP HOUSING,Heaven and Homes Developers LLP,RAJ-RERA-APP-P-2017-588,RAJ/P/2017/145 (05/09/2017),View,
Jodhpur,GANGA VIHAR YOJANA,PLOTTED,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-586,RAJ/P/2017/183 (15/09/2017),View,
Jodhpur,PANDIT DEENDAYAL UPADHAYAY VIHAR,PLOTTED,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-585,RAJ/P/2017/184 (15/09/2017),View,
Jodhpur,ANAND VIHAR,PLOTTED,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-587,RAJ/P/2017/214 (25/09/2017),View,
Alwar,MANGLAM RESIDENCY,GROUP HOUSING,SHREE TIRUPATI DEVELOPERS,RAJ-RERA-APP-P-2017-578,RAJ/P/2017/278 (03/10/2017),View,
Jodhpur,Ashiana Dwarka EWS/ LIG,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2017-589,RAJ/P/2017/436 (14/11/2017),View,
Jaipur,Felicity Irene Usha Tower,GROUP HOUSING,Felicity Projects Pvt. Ltd,RAJ-RERA-APP-P-2017-567,RAJ/P/2017/119 (30/08/2017),View,
Jaipur,Felicity Roongtas Aventura,GROUP HOUSING,Felicity Projects Pvt. Ltd,RAJ-RERA-APP-P-2017-568,RAJ/P/2017/120 (30/08/2017),View,
Bikaner,MANGLAM GREEN'S RESIDENCY PART A,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-569,RAJ/P/2017/316 (10/10/2017),View,
Jhunjhunu,MANGLAM RESIDENCY- JHUNJHUNU,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-566,RAJ/P/2017/330 (12/10/2017),View,
Jaipur,SKY-25,GROUP HOUSING,Riddhi Siddhi Infraprojects Private Limited,RAJ-RERA-APP-P-2017-560,RAJ/P/2017/307 (09/10/2017),View,
Udaipur,GOKUL BLISS,Mixed (Residential And Commercial),GULSHAN REALTORS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-555,RAJ/P/2017/558 (20/12/2017),View,
Jaipur,CORAL RADHA KRISHNA,GROUP HOUSING,CORAL INFRAGOLD PRIVATE LIMITED,RAJ-RERA-APP-P-2017-545,RAJ/P/2017/500 (07/12/2017),View,
Jaipur,Pallacia,GROUP HOUSING,Om Metals Consortium Private Limited,RAJ-RERA-APP-P-2017-550,RAJ/P/2017/399 (31/10/2017),View,
Udaipur,SUGANDH APARTMENT,Mixed (Residential And Commercial),Mahendra Kothari,RAJ-RERA-APP-P-2017-547,RAJ/P/2017/578 (27/12/2017),View,
Jaipur,IMPERIA GRANDE,GROUP HOUSING,SHRI KRIPA AND PANCHWATI BUILD ASSOCIATE LLP,RAJ-RERA-APP-P-2017-551,RAJ/P/2017/177 (14/09/2017),View,
Jaipur,Shiv Sarovar,GROUP HOUSING,Shivshakti Realhome Private Limited,RAJ-RERA-APP-P-2017-558,RAJ/P/2017/117 (30/08/2017),View,
Kota,Om Green Meadows,GROUP HOUSING,Om metals Infraprojects ltd,RAJ-RERA-APP-P-2017-549,RAJ/P/2017/323 (10/10/2017),View,
Alwar,Shri Krishna Residency,GROUP HOUSING,Shekhar Home Developers,RAJ-RERA-APP-P-2017-559,RAJ/P/2017/271 (03/10/2017),View,
Bikaner,TIRUPATI APARTMENTS,GROUP HOUSING,KHAKHI BABA BUILDCON PRIVATE LIMITED,RAJ-RERA-APP-P-2017-548,RAJ/P/2017/466 (22/11/2017),View,
Sikar,Shree Radha Aangan,PLOTTED,Shree Govind Kripa Builders and Developers,RAJ-RERA-APP-P-2017-546,RAJ/P/2017/079 (24/08/2017),View,
Jaipur,Gurupragya Sumeru,GROUP HOUSING,Guru Kripa Buildhome Private Limited,RAJ-RERA-APP-P-2017-504,RAJ/P/2017/138 (04/09/2017),View,
Jaipur,Panorama Greens,GROUP HOUSING,SHREE SHYAM KRIPA ENTERPRISES,RAJ-RERA-APP-P-2017-484,RAJ/P/2017/259 (29/09/2017),View,
Jaipur,GARIMA CITY,PLOTTED,Abhimanyu Arora,RAJ-RERA-APP-P-2017-369,RAJ/P/2017/255 (29/09/2017),View,
Alwar,SANSKAR RESIDENCY,PLOTTED,Mgi Infratech Private Limited,RAJ-RERA-APP-P-2017-353,RAJ/P/2017/440 (16/11/2017),View,
Jaipur,Radiant casa,GROUP HOUSING,GRAND PINKCITY INFRA PROJECT,RAJ-RERA-APP-P-2017-532,RAJ/P/2017/232 (27/09/2017),View,
Ajmer,SUSHANT CITY AJMER PHASE-III,PLOTTED,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-393,RAJ/P/2017/282 (04/10/2017),View,
Jodhpur,"ANAND LOK AT SUSHANT CITY, BHAKRASANI",PLOTTED,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-396,RAJ/P/2017/182 (15/09/2017),View,
Ajmer,SUSHANT CITY AJMER PHASE-IV,PLOTTED,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-394,RAJ/P/2017/126 (30/08/2017),View,
Ajmer,"SUSHANT PLAZA, AJMER",Commercial,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-395,RAJ/P/2017/283 (04/10/2017),View,
Jaipur,MAYFAIR HEIGHTS,Mixed (Residential And Commercial),JAIPUR LANDMARK PRIVATE LIMITED,RAJ-RERA-APP-P-2017-485,RAJ/P/2017/249 (29/09/2017),View,
Udaipur,DREAM APARTMENT,GROUP HOUSING,DREAM ARCHI INFRASTRUCTURE,RAJ-RERA-APP-P-2017-431,RAJ/P/2017/511 (11/12/2017),View,
Udaipur,RAMESHWARAM APARTMENT,GROUP HOUSING,SHREE KRISHNA BUILDERS,RAJ-RERA-APP-P-2017-356,RAJ/P/2017/146 (05/09/2017),View,
Bhilwara,ANUKAMPA SKY DECK TOWER A,GROUP HOUSING,BSR ENTERPRISES,RAJ-RERA-APP-P-2017-400,RAJ/P/2017/273 (03/10/2017),View,
Bhilwara,ANUKAMPA SKY DECK TOWER B,GROUP HOUSING,BSR ENTERPRISES,RAJ-RERA-APP-P-2017-417,RAJ/P/2017/274 (03/10/2017),View,
Ajmer,ANMOL,GROUP HOUSING,ARG Infra Developers Private Limited,RAJ-RERA-APP-P-2017-500,RAJ/P/2017/121 (30/08/2017),View,
Jaipur,SHYAM APARTMENT,GROUP HOUSING,OM REAL DEVELOPERS,RAJ-RERA-APP-P-2017-386,RAJ/P/2017/173 (13/09/2017),View,
Jodhpur,Ashiana Dwarka Phase II,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2017-528,RAJ/P/2017/125 (30/08/2017),View,
Alwar,Terra Elegance,GROUP HOUSING,Elegent Infrastructure Pvt Ltd,RAJ-RERA-APP-P-2017-535,RAJ/P/2017/158 (06/09/2017),View,
Alwar,Neemrana County Phase 2,GROUP HOUSING,Neemrana Estate Pvt Ltd,RAJ-RERA-APP-P-2017-505,RAJ/P/2017/314 (10/10/2017),View,
Alwar,Neemrana County Phase 3,GROUP HOUSING,Neemrana Estate Pvt Ltd,RAJ-RERA-APP-P-2017-507,RAJ/P/2017/315 (10/10/2017),View,
Alwar,Neemrana County Phase 1,GROUP HOUSING,Neemrana Estate Pvt Ltd,RAJ-RERA-APP-P-2017-506,RAJ/P/2017/313 (10/10/2017),View,
Alwar,Breeze Homes Phase 1,GROUP HOUSING,Fairwealth Housing Pvt Ltd,RAJ-RERA-APP-P-2017-389,RAJ/P/2017/070 (22/08/2017),View,
Kota,Shubh Atlantis,GROUP HOUSING,SUMANGALAM DEVELOPERS,RAJ-RERA-APP-P-2017-425,RAJ/P/2017/127 (30/08/2017),View,
Alwar,Neemrana County Phase 1,GROUP HOUSING,Neemrana Estate Pvt Ltd,RAJ-RERA-APP-P-2017-506,RAJ/P/2017/313 (10/10/2017),View,
Kota,SWARAJ B-BLOCK,PLOTTED,MAHAVEER PRASAD NAYAK,RAJ-RERA-APP-P-2017-533,RAJ/P/2017/289 (06/10/2017),View,
Jaipur,Viva Heights,Mixed (Residential And Commercial),JAIPUR BUILDFARMS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-453,RAJ/P/2017/250 (29/09/2017),View,
